x,gap_height_sim
-148.152,327.106
-145.644,315.751
-141.574,299.267
-138.122,282.418
-131.881,263.37
-121.908,237.363
-106.395,218.681
-93.089,214.286
-74.018,212.025
-55.324,212.025
-45.968,209.256
-26.495,209.256
-7.022,209.256
12.452,209.256
31.925,209.256
51.398,209.256
69.308,211.102
87.999,212.025
100.575,214.103
110.79,209.524
117.32,197.07
119.987,184.066
126.197,175.275
140.795,202.747
147.638,239.011
153.222,282.601
157.574,324.725
160.301,342.491
