x,gap_height_exp
-147.269,344.079
-142.75,293.622
-136.723,261.019
-117.149,240.058
-100.672,233.073
-83.185,236.747
-69.115,233.636
-66.667,319.345
-58.945,367.096
-45.855,367.357
-29.379,365.021
-25.612,265.013
-20.339,268.349
-13.868,262.049
-6.78,262.515
1.507,272.318
8.663,270.07
13.936,270.505
25.612,262.443
40.301,241.874
48.964,224.891
57.627,207.461
68.927,186.9
94.539,182.378
123.917,185.438
135.217,168.002
150.659,228.235
159.699,341.608
