x,gap_height_sim
-154.518,341.991
-148.936,315.429
-139.735,279.896
-131.481,250.227
-113.015,223.643
-101.636,214.658
-84.318,211.18
-61.227,214.761
-54.929,264.577
-50.523,338.363
-42.802,354.212
-39.401,313.861
-34.63,269.025
-30.81,230.398
-26.638,199.184
-18.953,193.136
2.15,203.962
34.179,207.01
70.187,207.81
99.429,211.208
112.134,201.531
127.558,172.194
143.847,219.062
149.484,262.846
156.683,323.178
159.896,348.862
