x,pressure_sim
-197.428,12.08
-169.84,25.025
-151.251,55.155
-132.159,105.104
-113.701,185.294
-93.384,268.497
-70.803,325.818
-43.385,369.672
-0.254,395.294
31.918,384.359
49.029,370.15
66.586,347.54
85.522,319.547
100.709,270.073
108.108,263.983
111.771,242.46
116.072,193.049
124.232,104.308
129.882,34.395
140.24,2.419
