x,pressure_sim
-197.566,14.573
-178.119,21.481
-157.969,40.997
-141.802,75.128
-127.51,129.177
-116.732,171.289
-102.908,231.645
-80.181,301.596
-56.827,343.663
-37.343,367.852
-19.631,382.013
-6.642,387.826
0.148,389.895
7.891,383.285
14.613,373.543
32.624,355.288
41.181,343.355
55.941,343.309
67.749,338.254
76.605,326.519
98.45,285.475
106.324,276.951
114.473,274.763
120.617,194.439
123.194,117.439
131.863,31.46
141.704,0.898
