x,pressure_sim
-191.42,14.42
-165.11,28.01
-146.11,57.49
-136.51,91.68
-126.19,136.41
-118.65,179.85
-106.42,222.59
-88.94,249.43
-80.14,281.5
-69.14,319.6
-53.22,353.74
-38.8,373.48
-17.85,380.6
18.81,379.19
42.49,360.12
58.82,338.5
75.95,313.74
84.15,291.68
94.79,277.44
100.82,269.99
106.29,275.76
111.1,256.87
115.22,200.29
120.8,117.16
127.25,61.38
134.2,15.16
147.35,-1.79
