x,pressure_sim
-190.764,13.78
-152.432,48.36
-128.475,122.99
-114.707,175.41
-88.244,279.78
-53.323,347.68
-29.765,375.11
-0.86,389.48
25.342,384.23
45.463,384.3
55.176,430.7
58.927,331.45
63.233,174.55
78.994,153.21
92.54,284.03
95.885,346.45
103.706,416.62
109.341,395.24
111.106,375.04
118.287,365.33
120.532,281.16
123.421,199.74
131.284,38.68
146.139,5.45
