x,gap_height_sim
-148.311,343.814
-142.12,314.604
-135.684,291.268
-133.27,275.661
-130.39,261.944
-124.13,244.463
-113.108,227.684
-102.015,221.06
-84.706,215.532
-69.033,211.788
-55.755,198.982
-50.302,231.989
-46.44,256.385
-37.674,288.619
-28.781,265.369
-20.881,247.554
-9.688,252.852
-0.003,259.476
9.619,270.654
20.779,275.31
30.145,269.632
42.721,254.52
52.99,240.718
60.99,224.479
74.332,216.645
85.787,208.696
116.558,201.764
130.815,169.84
151.78,247.112
157.731,301.424
165.848,346.904
