x,gap_height_sim
-152.557,349.846
-143.019,301.853
-134.24,276.769
-129.563,251.67
-117.806,236.733
-109.593,223.104
-99.144,213.449
-87.949,200.712
-75.691,285.801
-68.996,316.671
-60.966,297.093
-51.816,276.197
-37.272,277.574
-18.989,263.542
-6.295,241.557
21.695,209.936
49.855,206.517
72.044,208.363
114.561,208.963
134.719,176.651
155.499,276.815
165.576,345.312
