x,pressure_sim
-195.785,15.68
-178.485,21.03
-154.491,48.27
-141.944,76.08
-124.718,110.4
-115.177,166
-106.831,229.29
-101.035,257.68
-95.753,257.69
-77.657,296.15
-39.091,362.44
-4.514,382.61
39.541,369.08
66.036,337.2
86.95,307.07
99.947,274.57
109.026,281.69
114.377,255.09
119.009,166.4
124.232,75.94
130.812,28.05
143.794,1.47
