x,gap_height_sim
-152.125,350.601
-148.29,341.18
-140.703,349.961
-135.492,370.618
-122.903,371.383
-117.204,325.259
-105.227,235.112
-73.226,206.609
6.997,210.526
63.216,211.87
110.364,210.719
128.035,176.196
150.327,263.376
162.373,349.453
